gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaymentMethod,TotalCharges,Churn
Female,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,1816.75,No
Female,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1255.1,No
Male,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Electronic check,5743.05,Yes
Female,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Credit card (automatic),3921.1,No
Female,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1463.45,No
Male,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),189.45,No
Female,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,96.8,No
Male,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Electronic check,408.5,No
Female,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Two year,Credit card (automatic),1846.65,No
Female,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),8456.75,No
Male,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,Yes,Month-to-month,Mailed check,1011.5,No
Male,Yes,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,One year,Credit card (automatic),4263.4,No
Male,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),2549.1,No
Female,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,One year,Electronic check,3965.05,No
Male,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Credit card (automatic),2496.7,Yes
Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,90.6,Yes
Female,No,No,6,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Bank transfer (automatic),288.05,Yes
Male,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Electronic check,368.1,Yes
Male,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Electronic check,7840.6,No
Male,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),6632.75,No
Male,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,1013.35,No
Male,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),152.95,No
Female,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,One year,Electronic check,3772.65,No
Male,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,1026.35,No
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.3,No
Male,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Credit card (automatic),5031.85,No
Male,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Mailed check,220.4,No
Female,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1416.5,No
Male,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,158.35,No
Female,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,256.6,Yes
Male,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),5542.55,No
Male,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,68.5,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),8443.7,No
Male,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Electronic check,791.75,Yes
Male,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),5708.2,No
Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Mailed check,69.95,Yes
Female,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),2016.3,No
Female,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,326.65,No
Female,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,One year,Electronic check,5471.75,No
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.95,No
Male,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,Electronic check,346.4,Yes
Male,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,1061.6,No
Male,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,One year,Credit card (automatic),1971.5,No
Male,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,773.65,Yes
Female,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,Month-to-month,Mailed check,1422.05,Yes
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.75,No
Female,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,Yes,Month-to-month,Credit card (automatic),2460.35,No
Male,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),856.5,No
Male,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1275.85,No
Male,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,Electronic check,7467.5,No
Male,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Credit card (automatic),7261.75,No
Female,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Electronic check,5116.6,No
Female,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,One year,Mailed check,660.05,No
Male,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Credit card (automatic),6590.8,No
Female,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Two year,Mailed check,1208.15,No
Female,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,Month-to-month,Mailed check,1033.9,No
Male,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,1885.15,No
Male,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Electronic check,2467.1,Yes
Male,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,One year,Mailed check,989.45,Yes
Female,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),2006.95,No
Female,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,5025,No
Female,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,One year,Mailed check,4830.25,Yes
Female,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,59.75,Yes
Male,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,Yes,One year,Electronic check,3088.25,No
Male,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,One year,Mailed check,3134.7,No
Male,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),94.55,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),8312.4,No
Female,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,4863.85,No
Male,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Credit card (automatic),6871.9,Yes
Male,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,One year,Electronic check,6529.25,Yes
Female,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),6637.9,No
Male,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,One year,Electronic check,3165.6,No
Male,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Credit card (automatic),1454.15,Yes
Female,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Electronic check,6786.1,No
Female,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,543,No
Male,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1327.15,Yes
Female,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Credit card (automatic),2404.15,Yes
Male,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),867.3,No
Female,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,25.75,No
Female,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Mailed check,114.7,Yes
Female,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,109.5,No
Female,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,One year,Electronic check,4692.95,No
Male,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),546.85,No
Male,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1274.05,No
Male,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,Month-to-month,Mailed check,1782.4,No
Female,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,Bank transfer (automatic),5301.1,No
Male,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,280.35,No
Female,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,2897.95,No
Male,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,Credit card (automatic),3371,No
Male,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Electronic check,801.3,No
Female,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Credit card (automatic),6975.25,Yes
Male,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Electronic check,257.05,Yes
Female,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1079.45,No
Female,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,Month-to-month,Electronic check,40.1,Yes
Female,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),6997.3,No
Female,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,2217.15,Yes
Female,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Mailed check,1129.1,Yes
Female,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,One year,Credit card (automatic),979.05,No
Male,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,One year,Bank transfer (automatic),4119.4,No
Female,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Month-to-month,Electronic check,2568.55,Yes
Female,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Two year,Mailed check,3349.1,No
Male,No,No,10,Yes,No,DSL,No,No,No,No,No,Month-to-month,Mailed check,492.1,No
Female,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,Month-to-month,Bank transfer (automatic),1718.95,No
Female,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),605.25,No
Male,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1344.5,No
Male,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,One year,Mailed check,4267.15,No
Female,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1121.05,No
Female,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),918.7,No
Female,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,521.8,No
Male,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,Credit card (automatic),4469.1,No
Female,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,3580.3,Yes
Male,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,1729.35,No
Female,No,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,Month-to-month,Electronic check,1073.3,No
Male,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),4566.5,No
Female,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,Credit card (automatic),293.3,Yes
Male,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),2603.1,No
Female,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Mailed check,1783.75,No
Male,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,2440.15,Yes
Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,79.55,Yes
Male,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Mailed check,6322.1,No
Female,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),57.4,No
Male,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,One year,Bank transfer (automatic),4284.65,No
Male,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,One year,Credit card (automatic),7138.65,No
Male,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,1539.75,No
Female,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Bank transfer (automatic),1058.1,No
Female,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,123.8,No
Female,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,One year,Electronic check,2781.85,Yes
Male,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Month-to-month,Electronic check,2731,No
Male,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.75,No
Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,89.1,Yes
Female,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Mailed check,497.3,No
Female,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Electronic check,711.15,No
Female,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,Electronic check,1607.2,Yes
Male,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Electronic check,1490.95,Yes
Male,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1898.1,No
Female,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,Two year,Bank transfer (automatic),3273.95,No
Male,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Credit card (automatic),2929.75,No
Female,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Electronic check,838.7,No
Female,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Electronic check,1443.65,No
Female,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),7746.7,No
Female,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Credit card (automatic),6951.15,No
Male,No,No,5,No,No phone service,DSL,No,No,Yes,Yes,Yes,Month-to-month,Credit card (automatic),214.75,No
Male,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,One year,Credit card (automatic),2669.45,No
Male,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Bank transfer (automatic),235.2,No
Male,No,No,2,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,92.65,Yes
Female,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,Two year,Bank transfer (automatic),3103.25,No
Female,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,606.25,Yes
Female,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Two year,Electronic check,5330.2,No
Male,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),1403.1,No
Female,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Month-to-month,Credit card (automatic),2727.8,No
Female,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Two year,Mailed check,5038.45,No
Female,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.1,Yes
Male,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Electronic check,80.3,Yes
Male,Yes,No,33,Yes,No,DSL,No,No,No,No,No,Month-to-month,Credit card (automatic),1462.6,No
Female,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,150.6,No
Male,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Electronic check,5960.5,No
Female,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Electronic check,74.9,Yes
Male,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1192.3,No
Female,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Electronic check,314.55,No
Female,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,56,No
Female,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),330.8,No
Male,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,One year,Electronic check,877.35,No
Female,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Credit card (automatic),2249.1,No
Male,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Electronic check,2807.65,No
Male,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,One year,Electronic check,1696.2,No
Female,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),1032.05,No
Female,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Bank transfer (automatic),4902.8,No
Female,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Two year,Credit card (automatic),4995.35,No
Male,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Two year,Credit card (automatic),5034.05,No
Male,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Electronic check,1857.75,No
Male,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,One year,Credit card (automatic),1992.85,No
